caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1405213,5,1,2,0,0,2,4,2,2,0,0,6,0,1,1,0,1,0,0,0,1,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,11,1,0
401545,5,1,1,0,0,1,1,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,0,4,10,0,0,1,1,0,4,22,0,4,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
2321816,1,11,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,5,2,2,4,0,2,0,222,0,0,1,0,40,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1073631,6,1,1,0,0,1,5,2,2,0,0,5,0,5,1,0,1,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,3,0,2,0,2,2,4,2,1,0,0,1,1,0,2,24,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,5,1,0
1092435,4,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,15,5,0
2096301,4,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,3,0,0,0,2,1,0,3,22,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
1683969,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
373637,2,1,1,0,0,5,2,2,2,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,11,0,2,0,4,0,10,1,2,2,7,0,2,0,0,2,0,2,13,0,0,0,4,0,2,23,0,6,1,1,1,0,0,0,0,2,0,1,1,1,0,6,1,1
2344463,3,0,1,0,0,4,0,2,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,2,0,4,0,0,2,1,2,4,0,2,0,0,2,0,4,12,0,0,0,6,0,4,10,0,6,1,2,1,0,0,0,0,0,0,1,1,0,0,10,2,1
2286323,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970162,6,1,2,0,0,3,3,2,2,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,9,0,2,0,0,0,1,2,1,2,1,0,2,0,2,2,0,2,0,0,0,1,1,0,4,10,0,1,10,1,0,0,0,0,0,3,0,1,1,1,1,14,1,1
741191,6,1,2,0,0,1,2,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,4,1,2,0,0,0,1,2,2,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,8,1,0,0,0,0,0,6,0,2,1,1,0,11,1,1
116294,5,11,1,4,0,6,0,2,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,2,1,2,0,0,2,1,2,5,0,2,0,1,0,0,2,10,0,0,0,3,0,2,10,0,4,4,1,0,0,0,0,3,0,1,1,1,2,0,10,1,1
631589,6,1,2,0,0,3,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,3,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
1590665,6,1,2,0,2,1,4,2,2,0,0,0,0,3,3,10,3,0,0,0,0,0,0,0,4,1,2,0,2,0,1,2,2,2,1,0,2,3,2,1,0,4,0,0,0,1,1,0,4,40,0,4,8,1,0,0,0,0,0,1,0,2,1,1,0,11,1,1
2055063,4,1,2,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,9,0,2,2,0,0,0,4,2,2,1,0,2,0,2,1,1,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,15,3,0
2313962,3,1,1,0,0,1,0,2,2,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,4,2,2,4,0,1,0,2,1,1,2,1,0,0,0,6,0,2,21,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
692593,3,1,1,0,0,3,2,2,2,0,0,0,0,4,5,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,13,1,0
929384,5,1,2,0,0,1,0,2,2,0,0,1,0,2,2,0,3,0,0,1,0,0,0,0,7,0,2,0,0,0,11,4,1,2,5,0,2,0,2,1,4,4,1,0,0,0,1,0,4,10,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,14,1,0
722490,6,11,1,0,0,1,5,2,2,0,0,3,0,5,1,0,2,0,0,0,0,0,0,0,4,0,2,0,2,0,1,4,1,2,6,0,2,0,2,1,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,3,0,1,1,1,0,5,1,0
2141177,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1229632,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,3,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
647039,4,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,1,1,0,0,1,0,2,1,4,0,2,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,1,7,0
2441404,4,1,1,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,2,2,3,0,0,4,2,2,6,0,2,0,1,0,0,2,0,0,0,0,6,0,2,10,0,5,0,1,0,0,0,0,3,0,0,1,1,2,0,10,2,0
1444589,7,0,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
1950970,4,0,1,0,0,2,4,2,2,0,0,3,0,3,3,0,2,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,3,1,0,0,1,1,0,3,24,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
1315196,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2063787,3,1,1,0,0,1,2,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,1,2,2,0,0,1,1,0,2,10,0,2,0,1,0,1,2,1,0,6,0,2,1,1,0,10,1,0
1870062,2,11,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,1,2,0,0,2,0,2,2,4,0,2,0,121,0,3,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,2,0,0,8,7,0
1094234,5,11,1,0,0,1,2,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,2,0,3,0,1,4,2,2,5,0,2,0,1,3,0,2,0,0,0,1,1,0,2,10,0,5,0,1,0,0,0,0,0,3,0,1,1,1,0,8,1,0
2147156,3,11,1,0,0,1,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,2,0,2,0,2,0,4,2,2,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,1,0
329701,6,11,1,0,0,1,2,2,2,0,0,4,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,3,1,0,0,2,1,0,3,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,11,1,0
510581,6,1,1,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,4,2,7,4,0,0,6,0,2,21,0,1,0,1,0,1,1,1,3,0,0,1,1,2,0,10,2,0
1664338,4,1,2,0,0,1,2,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,1,9,0,2,0,3,0,1,4,1,2,2,0,2,0,1,2,2,2,0,0,0,1,1,0,2,10,0,5,0,1,0,1,0,0,0,3,0,1,1,1,0,11,1,0
2043367,4,3,1,2,4,1,0,2,2,2,0,4,4,0,0,5,0,0,0,0,0,0,0,0,6,0,1,1,4,0,0,4,2,2,2,0,2,4,1,2,2,0,0,0,0,0,3,0,0,52,0,6,0,2,0,1,0,0,3,0,0,0,2,2,0,9,3,0
1130162,4,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,0,2,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1626197,4,1,2,0,0,1,2,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1,1,2,1,2,6,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,2,1,0,0,0,0,0,3,0,1,1,1,0,10,1,1
1404469,1,3,1,0,4,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,4,2,1,0,0,2,0,112,0,0,1,0,52,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2343453,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,2,0,0,2,1,2,0,0,2,0,2,1,0,0,8,0,0,0,6,0,2,10,0,4,8,1,0,0,0,0,3,0,0,0,2,2,0,5,6,1
492791,4,1,1,0,0,1,2,2,2,0,0,1,0,4,4,0,3,0,0,1,0,0,0,0,8,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,4,4,0,0,0,1,1,0,4,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
1422548,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1725108,3,1,2,0,0,1,4,2,2,0,0,2,0,3,3,0,1,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,1,2,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
1531910,2,1,12,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,0,4,2,2,6,0,2,0,2,0,0,2,3,0,111,0,3,1,2,10,1,6,0,2,0,0,0,0,0,0,0,1,1,0,0,7,2,0
514718,7,1,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
1022167,4,11,1,0,0,1,3,2,2,0,0,4,0,2,5,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,3,2,1,0,0,1,1,0,2,22,0,1,0,2,0,1,0,0,0,2,0,1,1,1,0,11,1,0
772915,3,11,1,0,0,1,4,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
1194986,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
899471,6,1,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,2,2,0,0,0,2,2,2,1,0,2,0,2,2,0,0,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,8,4,1
99131,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2188048,6,1,2,0,0,2,0,2,2,0,0,5,0,1,0,0,2,0,0,1,0,0,0,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,0,4,3,1,0,0,0,2,0,3,10,0,1,0,1,0,1,0,0,2,0,0,1,1,2,0,16,1,0
1079735,3,1,1,0,0,1,4,2,2,0,0,1,0,4,5,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,14,1,0
1118024,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,5,6,0
1319068,5,1,1,0,0,8,3,2,2,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,4,0,1,0,0,2,1,0,0,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,14,1,0
525713,5,1,1,0,0,4,3,2,2,0,0,4,0,2,2,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
55412,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
1558320,4,1,2,0,0,1,4,2,2,0,0,2,0,3,4,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
1346344,5,1,1,0,0,1,2,2,2,0,0,3,0,3,3,0,2,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,2,3,1,0,0,2,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
54410,5,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,4,1,2,0,0,2,0,2,0,4,0,0,0,0,0,6,0,3,10,0,4,0,1,0,1,0,0,0,0,0,0,2,0,0,6,7,0
1804408,2,9,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,3,2,2,4,0,2,0,112,0,0,1,0,40,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1451328,7,1,1,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,4,1,2,0,0,1,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
470547,5,1,3,0,0,1,5,1,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
1649773,5,3,1,0,3,6,0,2,2,2,0,2,3,0,0,6,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,4,1,2,6,0,2,4,2,1,2,0,1,0,0,0,6,0,0,51,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,4,0
2222886,4,11,1,0,0,3,5,2,2,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,9,0,1,0,0,0,12,4,2,2,1,0,2,0,1,0,0,2,0,0,0,0,1,0,2,10,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,10,1,0
663323,6,1,1,4,3,1,0,1,2,0,0,1,0,1,0,10,1,0,0,0,0,0,0,0,8,0,2,1,2,0,0,4,2,2,3,0,2,4,1,0,4,2,0,0,0,0,3,0,2,51,0,4,0,1,0,1,0,0,3,0,0,2,1,2,0,13,1,0
1125791,7,2,1,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
1817137,3,1,1,0,0,5,2,2,2,0,0,1,0,3,3,0,1,0,0,1,0,0,0,0,11,0,2,0,4,0,1,1,2,2,5,0,2,0,0,1,4,2,13,0,0,1,4,0,2,22,0,6,1,1,1,1,0,0,0,2,0,2,1,1,0,14,1,1
221440,4,3,3,0,0,1,3,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,2,3,1,0,0,1,1,0,3,10,0,1,0,3,0,1,0,0,0,1,0,2,1,0,0,12,1,0
503334,4,11,1,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
682396,6,1,3,0,0,2,3,2,2,0,0,3,0,2,2,0,1,0,0,0,1,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,2,1,0,0,2,1,0,2,22,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
380184,2,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,2,2,0,0,2,0,1,1,4,0,3,0,121,0,0,1,2,24,1,6,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0
1307478,6,1,1,0,0,3,0,2,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,9,0,2,2,1,0,0,4,1,2,2,0,2,0,2,1,2,2,0,0,0,0,6,0,2,22,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
483709,7,1,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,1,2,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
688693,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1838032,7,1,1,0,0,1,4,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,8,0,2,0,0,0,2,2,1,2,2,0,2,0,2,1,0,2,0,0,0,0,1,0,4,23,0,1,10,1,0,0,0,0,0,4,0,1,1,1,1,11,1,2
2083696,6,9,1,0,3,1,5,2,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,10,4,2,2,4,0,2,3,2,1,0,0,0,0,0,0,1,0,0,51,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,9,1,0
2063663,3,1,1,0,0,1,1,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,7,0,2,0,0,0,1,2,2,2,2,0,2,0,2,1,4,2,0,0,0,1,1,0,2,22,0,1,1,2,1,1,0,0,0,3,0,1,1,1,0,11,1,1
281538,6,1,2,0,0,2,3,2,2,0,0,3,0,3,3,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,4,2,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
2157269,5,2,12,0,0,6,0,2,2,0,0,1,0,5,5,0,0,1,0,1,0,0,0,0,8,0,2,0,0,0,11,4,1,2,1,0,2,0,2,2,4,5,0,0,0,0,1,0,5,21,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,17,1,0
2044811,4,1,1,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,2,4,0,0,4,2,2,2,0,2,0,0,1,0,2,12,0,0,0,6,0,2,23,0,6,0,2,0,0,0,0,3,0,0,1,1,2,0,5,2,0
2315264,1,9,1,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,3,2,2,0,0,2,0,111,0,0,1,0,52,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,0
895184,6,9,1,0,3,1,3,2,2,1,0,0,0,3,3,9,4,0,0,1,0,0,0,0,8,0,1,0,0,0,2,4,1,2,1,0,1,3,2,2,0,5,0,0,0,0,1,0,5,51,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,15,1,0
356181,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1165088,2,1,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,9,0,2,0,4,0,10,4,1,2,3,0,2,0,2,1,4,2,2,0,0,0,1,0,2,10,0,6,0,2,0,1,0,0,0,1,0,2,1,1,0,8,1,0
841598,6,3,1,0,4,1,5,2,2,3,0,0,1,3,3,9,3,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,5,0,1,2,2,2,0,4,0,0,0,2,1,0,4,52,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,9,1,0
1878920,5,11,1,0,0,2,4,2,2,0,0,6,0,3,4,0,2,0,0,0,0,0,0,0,8,0,2,0,1,0,1,4,2,2,1,0,2,0,2,2,2,3,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,3,0,2,1,1,0,9,1,0
1416750,7,2,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,2,0,0,0,4,1,2,3,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,7,4,0
763135,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,3,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2307711,7,2,1,0,0,1,4,2,2,0,0,0,0,5,4,0,2,0,0,1,0,0,1,1,6,0,2,0,0,0,1,2,1,2,2,0,2,0,2,2,0,3,0,0,0,1,1,0,4,10,0,1,10,1,0,0,0,0,0,4,0,2,1,1,1,14,1,1
1431818,3,1,2,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,0,4,0,0,4,1,2,2,0,2,0,2,1,4,0,2,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,0,0,0,0,2,2,0,11,4,0
2373622,3,11,1,0,0,1,0,2,2,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,8,0,2,2,4,0,0,4,2,2,3,0,1,0,1,1,1,2,3,0,0,0,6,0,2,10,0,6,0,1,0,1,2,1,3,0,0,1,1,2,0,9,2,0
144893,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2109152,4,1,2,0,0,3,5,2,2,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,2,1,2,2,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,6,1,2,1,1,0,15,1,1
1376802,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1811731,4,11,1,0,2,5,4,2,2,1,0,0,0,5,5,9,3,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,1,2,2,0,2,3,2,1,0,4,1,0,0,1,1,0,4,40,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,17,1,0
2456934,7,1,2,0,0,1,0,2,2,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,9,0,2,2,0,0,0,4,2,2,2,0,2,0,2,2,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,4,0
970188,3,11,1,0,0,1,5,2,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,3,0,2,0,4,0,1,2,2,2,5,0,2,0,2,2,0,3,10,0,0,1,1,0,3,21,0,6,1,2,1,0,0,0,0,4,0,1,1,1,0,11,1,1
226942,6,1,1,0,0,1,2,2,2,0,0,0,0,4,5,0,1,0,0,0,0,0,1,0,8,0,2,0,0,0,1,2,1,2,1,0,2,0,2,0,0,2,0,0,0,1,1,0,3,10,0,1,10,1,0,0,0,0,0,2,0,2,1,1,1,16,1,1
