country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
4,19,5,2,3589,1511938,1999,2,7,5,1,1,2,0,32960,1125041,10,14760,386897,0.39,7,3,5,1
9,14,0,2,5103,922660,2018,2,3,1,1,1,2,0,25138,489858,20,11955,432802,0.15,10,2,3,1
8,34,0,1,2757,1930248,1984,1,8,1,1,0,0,0,66195,1308028,25,19850,622220,0.13,1,1,1,0
12,12,0,0,1560,781342,1980,5,6,6,0,1,3,1,70305,592611,25,19295,188731,0.06,5,1,9,0
7,15,1,2,3302,1484219,1995,5,6,4,0,1,1,0,29015,794382,10,4830,689837,0.31,1,6,2,0
9,6,5,2,1671,303118,1964,4,2,1,1,1,4,0,19548,199850,20,18450,103268,0.08,2,7,7,0
9,14,2,2,1555,277438,2011,3,2,1,0,1,3,0,15308,224831,20,14745,52607,0.11,9,2,3,0
3,33,4,2,1159,444915,1994,0,7,6,1,0,0,0,24755,194381,15,19495,250534,0.07,7,5,5,1
3,32,4,2,687,266047,1993,2,7,2,1,0,1,0,74075,129361,15,17425,136686,0.02,3,1,2,0
5,3,2,1,4442,1334762,2023,5,1,1,0,1,1,1,95400,870131,25,17050,464631,0.06,9,8,6,0
8,34,1,2,1040,732835,1978,6,3,3,0,0,1,0,70570,341492,30,10825,391343,0.03,1,2,1,0
6,24,1,1,4446,670247,2023,0,7,1,0,1,3,0,3636,545432,30,1139,124815,0.95,8,5,7,0
0,5,0,1,2253,724329,1983,5,2,2,0,0,1,0,90420,501230,15,12025,223099,0.05,4,7,7,0
0,22,4,2,5763,1845470,1988,2,1,1,1,1,2,1,32630,1238737,15,8885,606733,0.33,5,9,2,0
4,21,4,1,1564,658040,1994,2,6,3,1,0,2,0,53165,484993,25,7480,173047,0.06,10,3,8,1
5,3,0,1,2838,856127,2019,4,8,5,0,1,1,1,27260,418806,20,11420,437321,0.11,6,2,8,0
1,36,4,2,5456,1088068,2009,3,4,4,0,1,2,0,9498,728208,30,11845,359860,0.48,6,1,7,0
4,28,4,0,3249,1365530,1986,6,2,1,0,0,0,0,77585,608897,25,13670,756633,0.05,8,10,7,1
9,14,5,0,3057,554891,2002,4,5,1,0,1,3,1,19608,396485,15,17115,158406,0.18,3,3,10,0
1,36,4,0,1892,379701,1975,2,2,1,0,0,1,0,26642,309477,25,14535,70224,0.08,3,6,10,0
9,6,1,0,4954,896121,1995,4,1,1,0,0,2,0,21348,566745,10,3675,329376,0.3,3,2,2,0
11,16,1,0,2250,899851,1977,5,5,4,0,1,1,0,99795,493845,30,12630,406006,0.03,9,5,2,1
3,2,4,2,2773,1055395,1978,0,4,1,0,0,0,0,46550,715833,30,13340,339562,0.1,3,6,1,0
7,15,1,0,3625,1632912,2001,0,8,1,1,1,3,0,84430,773302,30,11360,859610,0.06,1,10,5,0
6,29,2,2,4608,690541,2004,2,7,7,0,0,0,1,19151,276768,30,917,413773,0.09,1,7,9,0
8,34,2,0,1231,859887,1979,5,4,2,1,0,0,0,32110,584929,25,14535,274958,0.12,3,6,3,0
7,15,2,2,1875,842004,1985,1,6,2,1,1,1,0,45330,568578,10,19495,273426,0.14,2,6,5,0
11,17,2,1,4411,1761748,2018,6,7,1,0,0,0,1,22205,872784,30,6290,888964,0.25,3,10,8,0
12,12,0,2,609,304809,1982,3,1,1,0,0,6,0,79760,154506,30,14390,150303,0.01,8,5,7,0
0,35,2,2,1055,339307,1975,5,6,3,1,0,2,1,96440,202567,20,16785,136740,0.02,8,6,1,0
6,9,5,1,4557,679596,1990,6,5,4,1,1,3,0,14185,446487,30,3341,233109,0.2,7,6,4,0
3,2,1,0,3269,1242306,2018,4,3,3,0,0,0,0,88625,751590,15,5340,490716,0.07,2,10,8,0
8,34,2,2,3633,2545520,1998,2,5,2,1,0,1,1,25660,1867984,15,16815,677536,0.63,2,8,1,0
11,4,1,1,3950,1583823,1964,0,6,3,1,1,0,1,21730,850801,10,6640,733022,0.44,7,4,10,0
7,27,4,1,5297,2382669,1994,3,4,4,0,1,1,0,95700,1066310,30,16665,1316359,0.07,1,6,3,0
3,32,2,1,4359,1651739,1967,4,2,1,1,1,0,1,10030,1087781,30,13885,563958,0.69,1,6,3,0
6,13,2,0,5427,817063,1964,6,3,3,0,1,0,1,8098,660350,30,1913,156713,0.52,1,9,8,0
1,36,2,2,1559,310731,2014,1,2,1,1,1,1,1,27232,200017,25,9525,110714,0.05,5,10,5,0
0,22,4,2,5486,1753051,1972,3,7,5,1,1,1,0,57700,1489337,30,17360,263714,0.16,1,1,8,0
3,32,5,2,638,238538,2013,6,4,1,1,1,0,0,39950,126770,25,4165,111768,0.02,3,5,10,0
4,19,5,1,1005,422919,2006,5,5,5,0,1,0,1,90870,287676,10,15635,135243,0.04,6,10,7,0
10,10,4,2,5974,3583788,1988,0,6,5,0,1,0,1,13450,2813640,15,18300,770148,1.82,9,4,5,0
5,25,2,0,2600,782286,1994,2,4,1,1,1,1,0,86975,534708,25,10610,247578,0.04,3,7,7,0
11,16,1,2,5734,2295673,2020,4,3,3,1,0,0,0,40400,1036850,10,3030,1258823,0.29,9,9,1,1
0,35,3,2,1904,604348,1969,3,5,1,0,1,2,0,20555,442272,15,18045,162076,0.19,4,2,4,0
3,2,4,1,4623,1753916,1988,0,8,6,0,1,1,0,59790,758482,15,12970,995434,0.11,1,5,1,0
1,30,5,1,3410,679049,1981,5,6,5,0,0,5,0,35768,300693,25,11155,378356,0.06,2,1,5,0
3,33,0,1,3624,1379881,1993,2,2,2,1,1,2,0,37745,646889,15,3830,732992,0.15,10,4,1,1
9,14,4,2,5829,1046250,2009,5,2,1,1,1,1,1,18374,756545,20,19420,289705,0.31,9,9,4,0
3,32,1,1,2889,1097562,2020,1,4,2,1,1,0,0,49035,842067,25,14850,255495,0.12,10,8,3,1
1,30,3,2,902,184251,1974,6,1,1,0,1,1,0,31196,148636,15,8620,35615,0.04,8,4,5,1
9,14,1,1,2336,420864,1978,3,6,4,1,0,1,1,16684,286080,10,13510,134784,0.19,9,9,4,0
4,28,0,2,3147,1319361,2007,4,3,3,0,0,0,0,12720,670705,25,11955,648656,0.36,7,6,1,1
6,7,0,0,1454,218457,2022,0,8,2,1,0,0,1,8820,100456,30,2469,118001,0.07,2,9,7,0
12,26,0,2,4363,2182044,1963,2,7,2,1,1,2,1,89480,1008675,25,17260,1173369,0.08,6,1,1,0
6,9,5,1,1488,221574,1990,4,3,1,1,1,0,0,9122,143722,15,2750,77852,0.14,4,10,6,0
7,37,2,0,2252,1014817,1996,2,8,5,0,1,1,1,36155,502990,30,8730,511827,0.09,2,2,2,0
2,39,0,1,477,164973,2011,5,7,2,0,0,0,0,74855,121137,25,5920,43836,0.01,2,4,9,0
11,17,5,2,2277,909477,1988,2,1,1,0,0,1,1,52480,464132,25,11785,445345,0.06,7,2,2,0
2,23,3,1,2282,802864,2022,0,4,2,0,0,2,0,46920,608248,20,8020,194616,0.1,7,3,8,1
3,2,1,0,2795,1063132,2011,6,5,2,0,0,1,1,14060,605911,10,5155,457221,0.49,9,4,7,0
1,36,4,1,4139,826800,1983,3,3,1,1,0,1,0,25862,490098,15,9480,336702,0.17,1,6,4,0
9,6,5,2,5237,946374,1983,1,2,1,0,0,1,0,7232,514449,15,14400,431925,0.62,10,3,3,0
1,30,5,0,5705,1137627,1973,4,3,1,1,1,1,0,20596,692484,15,17945,445143,0.29,9,9,7,1
9,14,4,0,487,87023,2011,5,2,2,0,1,3,0,26706,40527,30,6470,46496,0.01,1,4,6,0
4,21,5,2,2292,967099,1996,3,3,3,1,1,2,0,34390,699305,10,16700,267794,0.23,2,6,7,0
5,11,5,0,4192,1253286,1982,2,3,1,0,0,0,0,30740,820396,30,19740,432890,0.17,9,6,2,1
9,6,1,2,1670,298950,1998,3,2,2,0,0,4,1,5886,244683,30,17500,54267,0.26,8,1,1,0
0,22,1,2,1955,626301,1966,2,7,4,0,1,2,1,54615,364528,15,11225,261773,0.06,7,5,1,0
2,39,2,1,5069,1770513,1979,0,7,3,0,1,0,0,83615,875772,15,7765,894741,0.09,1,9,10,0
2,39,4,0,3078,1077139,1964,4,3,1,1,1,1,1,79240,455697,15,15100,621442,0.05,1,8,8,0
6,13,1,0,5221,785871,2006,1,6,5,1,0,0,0,6663,586984,20,1353,198887,0.66,6,3,5,0
12,31,5,2,2180,1086202,1981,4,2,2,1,1,2,1,42815,888835,10,11610,197367,0.24,9,8,6,0
5,25,1,1,4712,1414966,2002,4,5,5,1,1,2,0,84735,583597,10,10380,831369,0.08,3,3,1,0
12,26,0,1,1579,792627,1960,0,1,1,0,0,1,0,99705,647659,20,18810,144968,0.05,4,8,7,0
11,4,1,1,4275,1709995,1999,1,1,1,1,1,0,1,16225,1402916,15,18375,307079,0.75,8,6,6,0
10,10,5,1,4532,2717258,1977,0,8,4,0,1,1,1,81305,1664183,25,2505,1053075,0.14,10,5,6,0
7,37,2,1,2930,1322745,2015,1,7,7,1,1,2,0,14630,1066193,30,19715,256552,0.46,5,4,4,0
1,36,1,1,1426,288298,1980,5,8,6,1,1,1,0,20820,169591,25,3945,118707,0.05,10,1,7,1
4,21,0,2,3889,1633111,1995,4,4,3,0,1,0,1,91480,1085559,30,17090,547552,0.08,3,7,3,0
7,27,2,1,3828,1727194,1981,3,2,2,1,1,1,0,97125,815533,20,12625,911661,0.06,8,1,8,1
5,25,0,1,2376,714532,1987,2,4,3,1,0,0,0,39495,572150,20,17725,142382,0.11,8,3,10,1
5,3,4,2,2620,783678,2014,2,7,5,1,0,1,1,71820,571635,15,11295,212043,0.07,2,4,10,0
0,22,3,0,937,304818,2003,3,7,7,1,1,1,0,17860,168089,15,18460,136729,0.08,4,1,7,0
1,36,0,1,3576,718554,1995,0,7,2,0,0,2,0,29084,344774,25,4005,373780,0.08,2,2,4,0
10,0,3,0,5751,3452979,2003,1,6,6,0,1,0,0,31540,1968114,25,14055,1484865,0.42,6,1,6,0
11,20,2,1,4103,1644129,2023,2,5,1,0,1,0,1,78830,756643,10,11490,887486,0.11,10,10,7,0
4,19,5,0,1004,425313,2006,5,7,7,0,1,0,0,76425,339654,30,17920,85659,0.03,9,6,5,1
3,33,4,1,4560,1733680,1989,5,4,2,0,0,1,0,33215,992290,20,12905,741390,0.22,7,9,7,1
0,5,5,1,4684,1503669,1996,4,6,6,1,1,1,0,14930,692625,30,3715,811044,0.29,9,2,5,1
7,37,1,0,940,425797,1964,0,7,3,0,0,3,0,14655,337656,30,7835,88141,0.15,8,2,10,0
4,21,4,2,5850,2454612,2007,6,4,2,1,0,1,1,32500,1187341,25,17415,1267271,0.25,4,4,2,0
8,34,1,2,1625,1138397,1974,5,2,1,1,0,0,0,43575,542838,10,12545,595559,0.14,5,6,8,0
5,11,0,0,2652,793414,2016,1,6,2,0,1,1,0,12330,515584,25,6255,277830,0.28,1,7,4,0
0,5,1,2,4582,1465128,1985,0,1,1,0,1,0,0,36965,1201568,25,9205,263560,0.22,1,2,9,0
7,27,0,0,792,361086,2010,4,2,2,0,1,0,0,93220,167053,20,10590,194033,0.01,9,6,1,1
5,25,3,1,4560,1363927,2001,4,2,1,0,0,2,0,36010,991116,15,15780,372811,0.24,9,2,10,1
11,16,1,0,1685,670131,1986,0,5,5,0,1,1,0,45240,297327,30,14965,372804,0.04,10,9,7,1
3,33,3,0,3245,1232162,1994,2,3,3,0,0,1,0,85305,705898,10,5795,526264,0.09,8,2,8,1
5,11,1,1,5725,1714804,1987,3,8,3,1,0,0,0,99970,1270701,10,10215,444103,0.14,8,7,5,1
9,14,2,1,741,131263,1987,4,4,3,0,1,0,0,11714,105339,15,18630,25924,0.08,9,4,4,1
6,1,0,2,2216,333741,2011,6,8,6,1,0,0,0,8030,276535,15,3104,57206,0.3,10,8,8,1
5,25,1,2,864,257426,1961,6,7,1,1,0,1,0,63065,103579,10,6605,153847,0.02,10,1,7,1
0,5,5,1,4301,1372736,1987,0,7,5,0,0,1,0,61715,698572,20,8740,674164,0.08,8,9,3,1
0,5,1,1,1163,373268,1962,4,4,4,1,0,1,0,31710,292448,15,19425,80820,0.08,9,7,1,1
2,38,3,1,4418,1548577,2003,2,2,1,1,0,2,0,69390,762747,20,19935,785830,0.08,4,9,5,0
1,36,0,1,5049,1013113,2019,6,4,2,1,1,2,0,32332,557399,15,3005,455714,0.15,5,6,1,0
6,24,3,2,5752,864645,1990,6,5,5,1,1,0,0,4953,368424,30,3896,496221,0.47,1,3,2,0
7,37,5,0,2782,1254074,1974,6,5,4,0,1,1,0,67390,548202,30,12140,705872,0.05,10,3,2,1
11,20,4,0,1421,572709,1988,3,8,8,0,0,1,0,81085,337949,30,7715,234760,0.03,10,9,6,1
6,24,1,1,3561,529723,2004,5,6,6,1,0,1,0,13801,274113,10,1373,255610,0.23,7,8,10,1
8,34,4,0,4220,2954337,1993,2,3,2,0,1,2,0,18740,2111666,30,2940,842671,0.71,9,8,2,0
4,28,5,2,4106,1726995,1994,6,3,3,1,0,0,0,67130,1110736,25,6275,616259,0.11,6,9,6,0
10,0,1,1,3894,2337281,1968,3,4,3,0,0,0,0,50715,1075243,10,13955,1262038,0.24,2,2,5,0
11,4,2,1,4666,1864245,1970,3,8,1,1,0,0,0,62960,1470668,15,3720,393577,0.2,3,4,5,0
10,0,4,1,4697,2813235,1969,3,3,1,0,0,1,0,79695,1553931,10,14000,1259304,0.22,5,1,1,0
1,36,1,0,4336,864696,1990,4,2,1,1,1,1,0,18714,546478,30,7675,318218,0.18,8,5,5,1
10,0,5,2,2476,1483232,2021,5,1,1,0,0,0,0,74510,856922,20,17820,626310,0.09,9,4,3,1
6,9,3,1,1839,272595,1980,6,6,5,0,1,1,1,17930,138202,10,2998,134393,0.09,3,6,7,0
4,21,4,0,2830,1191013,2004,4,8,1,1,1,1,0,50490,607337,15,4445,583676,0.1,3,10,3,0
5,25,0,1,1945,587859,1985,1,7,4,0,0,1,0,13450,291290,20,12120,296569,0.16,6,4,10,0
8,34,1,2,5182,3631260,2023,2,2,2,1,0,1,0,93065,1767016,25,7485,1864244,0.13,1,2,7,0
9,14,5,0,5924,1068509,1993,1,7,7,0,1,1,0,25812,670737,15,16590,397772,0.23,9,4,10,1
3,2,1,2,2751,1041603,1987,4,4,2,0,0,0,0,18035,507372,20,17265,534231,0.21,4,8,7,0
4,19,5,0,1318,548637,2004,1,5,4,0,0,1,1,96795,251976,15,8320,296661,0.02,9,3,5,0
3,32,4,0,1537,579656,1989,2,3,3,0,1,0,0,76440,471926,25,7635,107730,0.04,4,3,8,0
2,38,5,0,848,294743,2017,4,4,2,0,0,1,0,53665,153203,25,16600,141540,0.02,6,1,5,0
0,22,1,1,3297,1057935,1978,3,6,2,1,0,2,1,60530,617504,20,8790,440431,0.08,3,7,1,0
4,21,5,2,3259,1368786,1971,2,4,4,1,0,1,0,97685,944141,30,7630,424645,0.06,3,6,4,0
8,34,5,2,2113,1478790,1999,6,3,3,1,0,1,0,61010,1246897,25,7525,231893,0.14,9,1,4,1
9,14,1,0,1586,285173,1983,5,8,4,1,1,3,0,23652,132890,10,9875,152283,0.06,3,3,8,0
5,11,0,2,4274,1282433,1986,4,1,1,1,1,0,0,28235,701233,25,18645,581200,0.17,2,2,5,0
4,28,1,0,3770,1579002,1975,5,5,1,1,1,2,0,16975,813878,15,14675,765124,0.42,9,7,8,0
7,37,4,2,859,390544,1973,4,1,1,1,0,4,1,83515,248304,30,11190,142240,0.02,8,2,7,0
3,32,2,1,5407,2050497,1967,2,5,3,0,1,0,0,99700,1266508,30,12365,783989,0.08,7,5,2,1
1,36,1,0,3665,734760,1971,6,1,1,0,0,3,1,28802,484640,20,9615,250120,0.13,6,2,1,0
5,25,3,2,3714,1111432,1977,2,4,1,0,1,0,0,60255,778051,10,12295,333381,0.15,7,8,1,1
2,39,3,0,4615,1612400,1984,4,3,2,1,1,2,0,99590,1170315,30,16470,442085,0.07,8,5,6,1
6,1,0,2,3914,583285,1960,5,2,2,0,1,2,0,15088,281292,20,1385,301993,0.14,7,6,5,1
9,6,5,0,2307,419962,2005,1,1,1,0,1,2,0,16610,268416,20,6350,151546,0.12,7,9,3,1
10,10,2,0,5386,3235304,2003,6,4,1,1,1,0,1,76985,2151184,15,10405,1084120,0.24,8,7,8,0
11,20,3,2,3625,1450371,1974,5,6,5,1,1,0,1,94930,824195,30,6590,626176,0.05,2,6,4,0
8,34,1,0,5641,3946852,1964,0,8,2,0,1,1,0,65400,2499192,30,2970,1447660,0.24,3,3,7,0
7,37,3,1,4869,2187947,1971,3,8,8,1,0,0,0,74785,1721447,15,10455,466500,0.2,6,4,3,0
2,38,3,1,1919,672385,1967,0,8,6,0,1,1,1,10490,538706,30,19335,133679,0.32,3,3,8,0
1,30,1,0,1924,384208,1979,5,1,1,1,1,3,0,16684,200037,20,15220,184171,0.09,1,9,7,0
11,20,5,2,1566,627275,2013,3,4,4,1,1,0,1,18445,397109,25,2840,230166,0.15,1,2,7,0
11,20,5,2,624,246867,1992,2,5,3,1,0,0,1,88395,201966,25,11910,44901,0.02,4,2,3,0
7,15,4,2,1099,498937,2023,1,2,2,0,0,0,0,55210,210653,30,11180,288284,0.02,3,3,2,0
5,11,0,1,1470,442060,1991,2,2,1,0,0,2,0,62045,226216,20,2660,215844,0.03,3,7,10,0
9,6,0,0,2552,464235,2003,0,6,6,1,1,1,0,10238,361762,20,8595,102473,0.26,9,2,1,1
3,32,1,1,5397,2046741,1965,4,7,4,1,1,1,1,42300,896670,10,3815,1150071,0.24,9,6,7,0
12,31,0,2,1501,747182,2012,4,8,1,1,0,1,0,58850,437855,15,18415,309327,0.06,6,7,2,0
10,0,3,2,1001,597991,2011,0,7,4,1,1,0,0,24130,422986,10,13015,175005,0.2,4,1,1,0
10,10,2,0,954,571159,1966,3,4,2,0,0,2,0,73490,284764,30,16905,286395,0.02,6,10,8,0
0,5,0,0,3971,1267824,1996,4,6,2,0,1,0,0,57635,1068746,15,9515,199078,0.16,1,10,9,0
2,39,1,2,4806,1679419,2009,6,5,5,0,1,2,0,89640,1378400,15,5250,301019,0.13,9,1,1,1
1,30,3,0,3258,650220,1973,4,4,3,0,0,3,1,17846,407770,30,17880,242450,0.14,9,1,5,0
5,11,2,1,1299,388495,2012,1,5,2,0,1,1,0,83935,160334,10,2835,228161,0.02,1,8,10,0
3,32,2,1,2110,799617,1963,1,1,1,0,0,2,0,35535,579276,30,15400,220341,0.1,7,7,2,1
11,20,5,1,510,207488,2011,3,5,3,0,0,1,1,58355,122336,20,2630,85152,0.02,6,5,2,0
10,0,0,1,2624,1577108,1997,0,4,4,1,1,0,1,59250,1257779,20,12480,319329,0.16,9,10,4,0
1,30,5,0,5849,1168269,1971,2,7,1,0,0,2,0,28120,705597,10,12725,462672,0.28,2,9,6,0
1,30,1,2,730,144548,1986,6,4,3,1,1,5,1,15012,79837,30,17340,64711,0.03,5,6,10,0
11,20,0,0,3933,1574088,1996,2,4,2,0,1,0,0,46475,1103526,10,19875,470562,0.27,9,5,9,1
1,30,1,2,4319,864277,2013,4,3,1,1,1,3,1,29466,556859,20,18310,307418,0.14,7,6,4,0
7,37,0,2,5958,2685751,2010,0,8,5,0,1,1,1,74460,1973088,20,6945,712663,0.2,9,8,5,0
11,20,2,2,5569,2228348,1983,3,4,1,1,1,0,0,95910,1637058,20,3055,591290,0.13,1,6,9,0
6,7,5,2,5103,769605,1998,4,8,5,0,1,0,1,12608,584819,10,2275,184786,0.53,9,10,5,0
0,35,5,1,1371,440128,1965,3,5,1,0,0,2,1,42200,205249,10,13465,234879,0.06,6,6,4,0
1,30,0,2,3580,714902,1995,2,7,6,1,1,0,0,34214,338078,30,5235,376824,0.06,5,1,10,0
9,6,3,2,1155,211419,1987,4,4,4,0,1,2,1,24162,132926,10,5425,78493,0.06,9,8,5,0
4,21,2,1,1077,449708,1994,6,8,7,0,0,2,1,95355,292147,25,18650,157561,0.02,6,6,5,0
7,15,2,1,1401,627572,1987,2,7,5,0,1,1,1,83065,279926,15,6910,347646,0.03,1,5,7,0
6,29,5,1,611,92486,1966,5,6,6,1,0,0,1,10089,60143,20,879,32343,0.04,9,7,9,0
9,6,1,0,732,131869,1962,4,1,1,1,1,5,0,5888,92624,25,16430,39245,0.11,10,3,8,0
7,15,5,2,5082,2287006,1963,4,6,1,0,1,0,0,98400,1342211,10,14775,944795,0.15,8,8,1,1
2,39,4,0,2742,956889,1967,2,6,4,0,0,2,0,77095,587772,10,4810,369117,0.09,8,2,6,1
5,11,4,2,1207,363496,2013,5,5,4,0,0,1,0,41945,255682,10,4000,107814,0.07,2,2,2,0
12,18,4,1,5598,2799150,1968,3,8,1,1,0,1,0,94600,1498562,10,13125,1300588,0.18,6,10,5,0
9,6,2,2,2713,485274,1960,3,2,2,1,1,1,0,39948,335802,20,9560,149472,0.06,7,6,2,1
0,35,1,0,4096,1313909,1978,4,6,3,0,1,2,0,50725,634899,30,3620,679010,0.08,1,7,2,0
0,5,4,1,456,143039,1983,0,6,4,0,1,2,0,44720,91433,10,4415,51606,0.02,6,5,6,0
7,27,4,2,5234,2352661,1961,1,1,1,1,1,1,0,65285,1821044,30,10795,531617,0.18,5,9,9,0
3,2,2,1,1731,661763,1965,5,1,1,1,1,2,1,72335,531249,25,14065,130514,0.05,9,7,3,0
0,22,4,1,2474,792900,2001,5,3,1,1,0,1,0,21215,483144,15,16660,309756,0.2,8,10,10,1
1,36,0,0,580,119013,1961,5,7,3,0,0,2,0,34166,53489,15,9915,65524,0.01,6,2,7,0
11,20,4,2,728,289648,2007,4,2,2,1,0,0,0,79955,178459,20,14705,111189,0.02,2,3,3,0
4,21,4,0,5446,2286125,2023,5,2,2,1,0,2,0,68245,1347164,20,12010,938961,0.15,7,9,5,1
6,9,2,2,4883,727712,1991,2,2,2,1,1,1,0,7908,488819,25,3727,238893,0.42,4,8,2,0
10,0,5,0,672,405114,1973,5,5,5,1,1,2,0,16825,164962,10,16905,240152,0.11,8,7,3,1
8,34,3,0,3132,2189532,1973,3,5,1,1,0,0,0,88515,1473495,30,11145,716037,0.11,8,2,1,1
12,31,2,1,5317,2654211,1977,6,5,4,0,0,0,0,30880,1796501,30,9415,857710,0.37,3,4,8,0
11,17,2,0,1828,729560,2014,1,3,2,0,1,1,0,85810,478519,30,6350,251041,0.04,7,6,5,1
9,14,4,2,1685,300635,2000,6,8,3,0,1,4,0,19312,254002,10,17410,46633,0.15,9,4,4,0
8,34,4,1,4168,2917650,2020,4,4,1,1,1,3,0,64815,1866170,25,16770,1051480,0.19,7,8,4,0
0,22,2,2,3965,1268102,2014,1,8,4,1,0,3,0,38435,588198,10,15955,679904,0.17,2,6,8,0
6,29,0,2,4881,732140,1997,6,1,1,0,0,0,0,17548,390272,30,2409,341868,0.14,9,7,4,1
5,25,4,2,1907,573401,1974,1,7,1,1,1,0,0,74830,268874,20,16840,304527,0.03,5,9,1,0
6,13,1,2,1326,198973,1965,0,6,5,1,0,1,0,10253,161525,15,3854,37448,0.14,4,4,5,0
2,39,3,0,1878,653278,1987,6,1,1,1,0,1,0,93835,285794,30,10430,367484,0.02,2,4,6,0
3,2,5,1,425,161772,2016,2,2,1,1,0,0,1,79620,111274,25,3860,50498,0.01,7,10,7,0
2,23,3,2,1180,409746,2022,6,7,2,1,1,0,0,65950,344986,15,19590,64760,0.05,5,7,5,0
11,17,2,0,1515,602244,2023,2,5,1,0,1,0,0,42885,491013,20,7040,111231,0.09,2,1,9,0
11,16,0,0,3764,1505584,1969,1,2,2,0,0,0,0,79430,606972,15,14585,898612,0.07,4,3,3,0
5,25,0,1,1628,487325,2020,2,1,1,0,0,1,0,61230,297919,30,4410,189406,0.03,1,10,7,0
8,34,5,1,2859,2003851,2017,6,2,2,0,0,5,1,12150,1328081,20,13395,675770,0.81,8,8,1,0
4,28,0,1,1706,713923,2012,6,5,4,0,0,2,0,94510,320591,25,8405,393332,0.02,2,7,4,0
4,28,4,1,4338,1819779,2016,3,3,3,1,0,0,1,82540,1334433,25,5630,485346,0.11,2,7,2,0
8,34,3,0,4432,3103408,1987,1,2,1,0,0,2,0,32435,2615252,15,14895,488156,0.7,4,7,6,0
2,39,1,1,697,243181,2012,0,5,4,1,1,0,0,10290,162284,10,12540,80897,0.18,8,5,2,1
9,14,4,2,3162,566732,1989,4,5,5,1,1,4,1,35296,453109,15,6465,113623,0.11,10,1,10,0
9,6,5,1,4306,773368,1978,0,8,8,1,0,3,0,35744,542333,10,4105,231035,0.17,10,4,2,0
11,17,3,2,2729,1089467,2009,2,2,2,1,1,1,0,28915,764017,30,6750,325450,0.17,4,9,2,0
1,36,2,1,2040,410726,1988,2,3,2,0,1,0,0,31250,270786,15,15750,139940,0.08,8,4,2,1
4,21,4,0,2198,927740,1985,2,3,1,0,1,2,1,76215,600011,25,18085,327729,0.05,9,3,5,0
6,13,1,2,3837,576728,1992,1,7,5,1,0,4,0,5341,268795,30,3646,307933,0.32,5,6,6,0
6,13,2,0,2261,340993,1977,1,4,4,1,0,1,0,18321,249678,10,3856,91315,0.15,4,10,5,0
1,30,5,0,2835,571073,2016,5,8,8,0,0,1,0,29932,467642,15,4955,103431,0.14,6,7,7,0
0,22,4,1,976,314956,1971,6,3,3,1,1,2,1,11155,228357,30,19760,86599,0.13,7,7,3,0
4,28,4,0,4032,1693080,1990,4,1,1,0,1,3,0,34920,1109220,15,5270,583860,0.28,7,9,7,0
3,33,5,0,1810,686486,1988,5,4,3,1,0,1,0,46120,531813,10,14450,154673,0.13,9,7,9,1
4,28,3,0,1910,802905,1961,5,1,1,0,0,0,0,12330,331693,20,8870,471212,0.2,2,8,10,0
6,7,5,2,2028,307288,2023,3,5,2,0,1,1,0,14290,153075,10,2077,154213,0.12,10,7,1,1
12,26,0,1,1540,774974,2004,6,4,3,0,0,1,0,98945,647535,25,14995,127439,0.04,9,8,4,1
8,34,1,2,3289,2300563,1968,1,6,6,1,1,2,0,82070,1079306,20,3930,1221257,0.1,9,9,7,1
0,22,4,1,1172,377374,1981,3,6,6,0,1,2,0,49080,173347,15,4405,204027,0.03,9,3,4,1
12,12,5,0,5050,2520959,1981,3,6,3,0,1,3,0,96000,1630381,15,12935,890578,0.15,3,5,10,0
0,35,4,0,3038,972605,1969,0,7,4,1,0,3,0,39540,671368,20,19570,301237,0.13,6,8,6,0
8,34,3,0,3757,2632695,1998,5,8,2,0,0,1,0,40030,1864311,25,10695,768384,0.31,8,8,6,1
6,29,5,0,2006,297111,2022,0,4,4,1,1,1,1,7685,131407,30,1659,165704,0.11,4,10,7,0
12,12,4,2,2454,1222237,1968,3,6,4,1,0,4,1,80195,672182,25,18850,550055,0.06,9,7,7,0
5,3,3,0,1926,580622,1992,6,6,3,1,1,0,0,20470,371830,25,17460,208792,0.12,8,9,9,1
10,0,5,0,4403,2640641,1967,2,1,1,0,0,1,1,71055,1494797,30,4565,1145844,0.13,7,8,3,0
0,35,0,1,5140,1641694,1992,2,1,1,0,0,1,1,51710,836337,20,12390,805357,0.12,8,7,2,0
7,27,4,2,3103,1393661,1978,0,8,8,1,0,0,0,98030,1169421,30,11495,224240,0.08,4,4,9,0
7,37,1,2,539,243964,2016,3,2,2,1,1,0,0,12500,162075,25,15370,81889,0.09,4,2,3,0
12,26,1,1,2134,1067407,2015,5,5,2,0,0,1,0,80640,488726,10,19655,578681,0.07,10,8,6,1
7,37,5,0,5911,2658580,2000,2,4,2,1,1,4,0,35025,1865269,10,10620,793311,0.6,8,1,1,0
3,2,0,1,4483,1700303,1962,6,7,2,0,0,0,0,76375,1163959,25,14780,536344,0.1,10,1,10,1
